,link,valor,condominio,iptu,quartos,tamanho,vagas,banheiros,andar,mobilia,bairro,latitude,longitude,região
368,https://www.quintoandar.com.br/imovel/894197006/comprar/apartamento-2-quartos-fundacao-da-casa-popular-campinas,285.0,350.0,0.0,2,45,1,1,8° a 11° andar,Sem mobília,fundacao da casa popular campinas,-22.9170975,-47.0848577,0
369,https://www.quintoandar.com.br/imovel/893596872/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,260.0,415.0,27.0,2,47,1,1,Até 3° andar,Sem mobília,vila joao jorge campinas,-22.9177409,-47.0590224,2
370,https://www.quintoandar.com.br/imovel/893603828/comprar/apartamento-2-quartos-centro-campinas,290.0,495.0,54.0,2,80,1,1,12° a 15° andar,Sem mobília,centro campinas,-22.9055989,-47.0618521,2
371,https://www.quintoandar.com.br/imovel/894408142/comprar/apartamento-2-quartos-jardim-das-bandeiras-campinas,270.0,399.0,49.0,2,53,1,1,Até 3° andar,Sem mobília,jardim das bandeiras campinas,-22.9480604,-47.0867268,0
372,https://www.quintoandar.com.br/imovel/894296244/comprar/apartamento-2-quartos-jardim-aero-continental-campinas,320.0,530.0,90.0,2,57,1,1,72° a 75° andar,Sem mobília,jardim aero continental campinas,-22.9440396,-47.0933527,0
373,https://www.quintoandar.com.br/imovel/894352750/comprar/apartamento-2-quartos-jardim-das-bandeiras-campinas,270.0,357.0,67.0,2,54,1,1,8° a 11° andar,Sem mobília,jardim das bandeiras campinas,-22.9480604,-47.0867268,0
374,https://www.quintoandar.com.br/imovel/893606755/comprar/apartamento-2-quartos-jardim-do-lago-continuacao-campinas,249.0,370.0,58.0,2,54,1,1,8° a 11° andar,Sem mobília,jardim do lago continuacao campinas,-22.9477895,-47.087812,0
375,https://www.quintoandar.com.br/imovel/893553373/comprar/apartamento-2-quartos-vila-miguel-vicente-cury-campinas,330.0,415.0,0.0,2,45,1,1,Até 3° andar,Sem mobília,vila miguel vicente cury campinas,-22.8629977,-47.0635132,2
376,https://www.quintoandar.com.br/imovel/894311695/comprar/apartamento-2-quartos-centro-campinas,270.0,865.0,56.0,2,54,1,2,Até 3° andar,Sem mobília,centro campinas,-22.9098323,-47.0556031,2
377,https://www.quintoandar.com.br/imovel/894425451/comprar/apartamento-2-quartos-jardim-marcia-campinas,225.0,330.0,17.0,2,47,1,1,4° a 7° andar,Sem mobília,jardim marcia campinas,-22.9462833,-47.1112941,0
378,https://www.quintoandar.com.br/imovel/894355208/comprar/apartamento-2-quartos-bonfim-campinas,380.0,480.0,74.0,2,84,1,1,Até 3° andar,Sem mobília,bonfim campinas,-22.8985493,-47.079048,2
380,https://www.quintoandar.com.br/imovel/894358659/comprar/apartamento-2-quartos-botafogo-campinas,360.0,558.0,55.0,2,64,1,1,Até 3° andar,Sem mobília,botafogo campinas,-22.8998501,-47.0751623,2
381,https://www.quintoandar.com.br/imovel/894313721/comprar/apartamento-2-quartos-jardim-sao-vicente-campinas,215.0,570.0,41.0,2,62,1,1,Até 3° andar,Sem mobília,jardim sao vicente campinas,-22.9428553,-47.0320321,1
382,https://www.quintoandar.com.br/imovel/893310294/comprar/apartamento-2-quartos-chacara-da-barra-campinas,350.0,586.0,66.0,2,77,1,1,Até 3° andar,Sem mobília,chacara da barra campinas,-22.8897288,-47.0342301,2
383,https://www.quintoandar.com.br/imovel/894419906/comprar/apartamento-2-quartos-jardim-sao-gabriel-campinas,310.0,158.0,23.0,2,48,1,1,Até 3° andar,Sem mobília,jardim sao gabriel campinas,-22.9427763,-47.0313767,1
384,https://www.quintoandar.com.br/imovel/894436155/comprar/apartamento-2-quartos-ponte-preta-campinas,250.0,750.0,45.0,2,72,1,1,4° a 7° andar,Sem mobília,ponte preta campinas,-22.9208897,-47.0498099,2
385,https://www.quintoandar.com.br/imovel/894456168/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,240.0,460.0,33.0,2,56,1,1,4° a 7° andar,Sem mobília,vila joao jorge campinas,-22.9176617,-47.0591575,2
386,https://www.quintoandar.com.br/imovel/893612897/comprar/apartamento-2-quartos-vila-proost-de-souza-campinas,300.0,280.0,66.0,2,70,1,2,Até 3° andar,Sem mobília,vila proost de souza campinas,-22.9014341,-47.0936316,0
387,https://www.quintoandar.com.br/imovel/894454489/comprar/apartamento-2-quartos-vila-boacava-campinas,370.0,603.0,31.0,2,58,1,1,4° a 7° andar,Sem mobília,vila boacava campinas,-22.9225891,-47.0505797,2
388,https://www.quintoandar.com.br/imovel/894411306/comprar/apartamento-2-quartos-jardim-sao-gabriel-campinas,210.0,524.0,15.0,2,57,1,1,4° a 7° andar,Sem mobília,jardim sao gabriel campinas,-22.9424181,-47.0318706,1
389,https://www.quintoandar.com.br/imovel/894381857/comprar/apartamento-2-quartos-vila-paraiso-campinas,240.0,485.0,45.0,2,74,1,1,Até 3° andar,Sem mobília,vila paraiso campinas,-22.928432,-47.0494128,1
390,https://www.quintoandar.com.br/imovel/894279343/comprar/apartamento-2-quartos-vila-santana-campinas,320.0,600.0,0.0,2,76,1,1,Até 3° andar,Sem mobília,vila santana campinas,-22.9227668,-47.0721378,2
391,https://www.quintoandar.com.br/imovel/894369768/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,215.0,490.0,72.0,2,56,1,1,Até 3° andar,Sem mobília,vila industrial campinas campinas,-22.9132577,-47.0743415,2
392,https://www.quintoandar.com.br/imovel/894373188/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,285.0,250.0,10.0,2,50,1,1,Até 3° andar,Sem mobília,jardim nova europa campinas,-22.9351007,-47.0598796,1
393,https://www.quintoandar.com.br/imovel/894234614/comprar/apartamento-3-quartos-jardim-antonio-von-zuben-campinas,390.0,550.0,75.0,3,75,2,2,4° a 7° andar,Sem mobília,jardim antonio von zuben campinas,-22.9516012,-47.0317658,1
394,https://www.quintoandar.com.br/imovel/893532983/comprar/apartamento-2-quartos-vila-industrial-campinas,282.0,535.0,71.0,2,80,1,1,4° a 7° andar,Sem mobília,vila industrial campinas,-22.9127907,-47.0760799,2
395,https://www.quintoandar.com.br/imovel/893053143/comprar/apartamento-2-quartos-jardim-paulistano-campinas,310.0,639.0,49.0,2,78,1,1,Até 3° andar,Sem mobília,jardim paulistano campinas,-22.9193214,-47.0469607,2
396,https://www.quintoandar.com.br/imovel/894405414/comprar/apartamento-2-quartos-jardim-ipaussurama-campinas,335.0,420.0,75.0,2,47,1,1,8° a 11° andar,Sem mobília,jardim ipaussurama campinas,-22.9179491,-47.1188094,0
397,https://www.quintoandar.com.br/imovel/894368262/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,230.0,300.0,25.0,2,52,1,1,Até 3° andar,Sem mobília,loteamento parque sao martinho campinas,-22.9546476,-47.0578838,1
398,https://www.quintoandar.com.br/imovel/894397941/comprar/apartamento-2-quartos-jardim-capivari-campinas,215.0,540.0,17.0,2,55,1,1,Até 3° andar,Sem mobília,jardim capivari campinas,-22.9529674,-47.1080142,0
399,https://www.quintoandar.com.br/imovel/894442362/comprar/apartamento-3-quartos-loteamento-country-ville-campinas,240.0,550.0,62.0,3,78,1,2,Até 3° andar,Sem mobília,loteamento country ville campinas,-22.9482175,-47.0944369,0
400,https://www.quintoandar.com.br/imovel/894370872/comprar/apartamento-2-quartos-jardim-sao-vicente-campinas,287.0,446.0,65.0,2,45,1,1,Até 3° andar,Sem mobília,jardim sao vicente campinas,-22.9399749,-47.0337608,1
401,https://www.quintoandar.com.br/imovel/894297865/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,310.0,600.0,66.0,2,70,1,1,4° a 7° andar,Sem mobília,vila joao jorge campinas,-22.9191759,-47.0610485,2
402,https://www.quintoandar.com.br/imovel/893170218/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,380.0,390.0,79.0,2,50,1,1,12° a 15° andar,Mobiliado,vila industrial campinas campinas,-22.9112199,-47.0616375,2
403,https://www.quintoandar.com.br/imovel/894399380/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,350.0,440.0,64.0,2,52,1,2,Até 3° andar,Sem mobília,jardim nova europa campinas,-22.9297222,-47.0589482,1
404,https://www.quintoandar.com.br/imovel/894410649/comprar/apartamento-2-quartos-jardim-leonor-campinas,230.0,300.0,65.0,2,76,1,1,Até 3° andar,Sem mobília,jardim leonor campinas,-22.9211494,-47.0694382,2
405,https://www.quintoandar.com.br/imovel/894274878/comprar/apartamento-3-quartos-jardim-nova-europa-campinas,350.0,300.0,55.0,3,60,1,1,Até 3° andar,Sem mobília,jardim nova europa campinas,-22.9305711,-47.0570666,1
406,https://www.quintoandar.com.br/imovel/893237686/comprar/apartamento-2-quartos-parque-industrial-campinas,340.0,320.0,52.0,2,43,1,1,12° a 15° andar,Sem mobília,parque industrial campinas,-22.9165851,-47.0845215,0
407,https://www.quintoandar.com.br/imovel/893201017/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,275.0,306.0,38.0,2,47,1,1,8° a 11° andar,Sem mobília,jardim nova europa campinas,-22.9296454,-47.0586061,1
408,https://www.quintoandar.com.br/imovel/893680651/comprar/apartamento-2-quartos-jardim-santa-cruz-campinas,210.0,240.0,0.0,2,60,2,1,Até 3° andar,Sem mobília,jardim santa cruz campinas,-22.9639923,-47.091175,0
409,https://www.quintoandar.com.br/imovel/894356064/comprar/apartamento-3-quartos-vila-manoel-ferreira-campinas,240.0,586.0,69.0,3,80,1,1,Até 3° andar,Sem mobília,vila manoel ferreira campinas,-22.9125772,-47.0969227,0
410,https://www.quintoandar.com.br/imovel/894407282/comprar/apartamento-2-quartos-centro-campinas,325.0,870.0,134.0,2,80,1,1,Até 3° andar,Sem mobília,centro campinas,-22.90023,-47.0601687,2
411,https://www.quintoandar.com.br/imovel/893931363/comprar/apartamento-2-quartos-jardim-sao-vicente-campinas,250.0,450.0,32.0,2,55,1,1,8° a 11° andar,Sem mobília,jardim sao vicente campinas,-22.9400423,-47.0335872,1
412,https://www.quintoandar.com.br/imovel/893204820/comprar/apartamento-2-quartos-vila-nova-campinas,350.0,357.0,34.0,2,60,1,1,Até 3° andar,Sem mobília,vila nova campinas,-22.8819405,-47.0703726,2
413,https://www.quintoandar.com.br/imovel/894241844/comprar/apartamento-2-quartos-jardim-anton-von-zuben-campinas,400.0,500.0,169.0,2,126,2,2,4° a 7° andar,Mobiliado,jardim anton von zuben campinas,-22.9521389,-47.0251811,1
414,https://www.quintoandar.com.br/imovel/893615212/comprar/apartamento-3-quartos-vila-industrial-campinas,364.0,0.0,59.0,3,60,1,2,Até 3° andar,Sem mobília,vila industrial campinas,-22.9101843,-47.0820757,2
415,https://www.quintoandar.com.br/imovel/892831482/comprar/apartamento-2-quartos-vila-industrial-campinas,360.0,800.0,100.0,2,75,2,2,Até 3° andar,Sem mobília,vila industrial campinas,-22.9114849,-47.0712574,2
416,https://www.quintoandar.com.br/imovel/894353614/comprar/apartamento-3-quartos-jardim-das-bandeiras-campinas,350.0,302.0,108.0,3,84,1,1,Até 3° andar,Sem mobília,jardim das bandeiras campinas,-22.9468441,-47.0867628,0
417,https://www.quintoandar.com.br/imovel/894342503/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,250.0,315.0,25.0,2,45,1,1,Até 3° andar,Sem mobília,loteamento parque sao martinho campinas,-22.9554868,-47.0584491,1
418,https://www.quintoandar.com.br/imovel/894142020/comprar/apartamento-2-quartos-jardim-chapadao-campinas,370.0,470.0,28.0,2,89,1,2,Até 3° andar,Sem mobília,jardim chapadao campinas,-22.8972617,-47.0843258,2
419,https://www.quintoandar.com.br/imovel/893330366/comprar/apartamento-2-quartos-vila-carminha-campinas,250.0,322.0,67.0,2,46,1,1,4° a 7° andar,Sem mobília,vila carminha campinas,-22.9370486,-47.0301799,1
420,https://www.quintoandar.com.br/imovel/894399273/comprar/apartamento-2-quartos-jardim-miranda-campinas,213.0,520.0,19.0,2,55,1,1,Até 3° andar,Sem mobília,jardim miranda campinas,-22.9164845,-47.0941729,0
421,https://www.quintoandar.com.br/imovel/893088773/comprar/apartamento-2-quartos-centro-campinas,300.0,850.0,86.0,2,70,1,2,4° a 7° andar,Sem mobília,centro campinas,-22.9003619,-47.0601532,2
422,https://www.quintoandar.com.br/imovel/893246399/comprar/apartamento-2-quartos-jardim-dom-vieira-campinas,345.0,480.0,92.0,2,60,1,1,4° a 7° andar,Sem mobília,jardim dom vieira campinas,-22.9200533,-47.0687145,2
423,https://www.quintoandar.com.br/imovel/893620153/comprar/apartamento-2-quartos-vila-marieta-campinas,270.0,430.0,45.0,2,68,1,1,Até 3° andar,Sem mobília,vila marieta campinas,-22.9295006,-47.0531895,1
424,https://www.quintoandar.com.br/imovel/894206680/comprar/apartamento-2-quartos-vila-proost-de-souza-campinas,371.0,350.0,77.0,2,87,1,1,Até 3° andar,Sem mobília,vila proost de souza campinas,-22.9014341,-47.0936316,0
425,https://www.quintoandar.com.br/imovel/894387738/comprar/apartamento-2-quartos-jardim-samambaia-campinas,250.0,490.0,0.0,2,47,1,1,4° a 7° andar,Sem mobília,jardim samambaia campinas,-22.9335318,-47.0184541,1
426,https://www.quintoandar.com.br/imovel/894358558/comprar/apartamento-2-quartos-conjunto-residencial-parque-bandeirantes-campinas,245.0,545.0,44.0,2,56,2,1,Até 3° andar,Sem mobília,conjunto residencial parque bandeirantes campinas,-22.9019337,-47.1031981,0
427,https://www.quintoandar.com.br/imovel/894289046/comprar/apartamento-3-quartos-jardim-garcia-campinas,360.0,600.0,59.0,3,70,1,2,Até 3° andar,Sem mobília,jardim garcia campinas,-22.9062244,-47.1109763,0
428,https://www.quintoandar.com.br/imovel/893692909/comprar/apartamento-2-quartos-vila-carminha-campinas,250.0,330.0,72.0,2,51,1,1,Até 3° andar,Mobiliado,vila carminha campinas,-22.9368744,-47.0302179,1
429,https://www.quintoandar.com.br/imovel/894015907/comprar/apartamento-2-quartos-jardim-dos-oliveiras-campinas,230.0,480.0,15.0,2,64,1,1,Até 3° andar,Sem mobília,jardim dos oliveiras campinas,-22.9420283,-47.0392039,1
430,https://www.quintoandar.com.br/imovel/894443699/comprar/apartamento-2-quartos-jardim-samambaia-campinas,270.0,300.0,0.0,2,47,1,1,4° a 7° andar,Sem mobília,jardim samambaia campinas,-22.9333084,-47.0190922,1
431,https://www.quintoandar.com.br/imovel/893447789/comprar/apartamento-3-quartos-centro-campinas,370.335,634.0,105.0,3,102,1,2,Até 3° andar,Sem mobília,centro campinas,-22.9089764,-47.0568679,2
432,https://www.quintoandar.com.br/imovel/893667351/comprar/apartamento-2-quartos-centro-campinas,365.0,600.0,229.0,2,80,1,2,Até 3° andar,Sem mobília,centro campinas,-22.9108064,-47.0602538,2
433,https://www.quintoandar.com.br/imovel/894379703/comprar/apartamento-2-quartos-jardim-samambaia-campinas,279.0,350.0,55.0,2,49,1,1,4° a 7° andar,Sem mobília,jardim samambaia campinas,-22.9333084,-47.0190922,1
434,https://www.quintoandar.com.br/imovel/894299665/comprar/apartamento-2-quartos-jardim-bom-sucesso-campinas,255.0,275.0,29.0,2,43,1,1,4° a 7° andar,Sem mobília,jardim bom sucesso campinas,-22.9413652,-47.023671,1
435,https://www.quintoandar.com.br/imovel/894355908/comprar/apartamento-2-quartos-botafogo-campinas,380.0,780.0,0.0,2,90,1,1,4° a 7° andar,Sem mobília,botafogo campinas,-22.8976936,-47.0739278,2
436,https://www.quintoandar.com.br/imovel/893340932/comprar/apartamento-2-quartos-jardim-sao-vicente-campinas,260.0,275.0,0.0,2,48,1,1,Até 3° andar,Sem mobília,jardim sao vicente campinas,-22.9413149,-47.0237361,1
437,https://www.quintoandar.com.br/imovel/894354385/comprar/apartamento-2-quartos-fundacao-da-casa-popular-campinas,380.0,380.0,0.0,2,45,1,1,Até 3° andar,Sem mobília,fundacao da casa popular campinas,-22.9169545,-47.0849317,0
438,https://www.quintoandar.com.br/imovel/893115480/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,250.0,264.0,23.0,2,48,1,1,4° a 7° andar,Sem mobília,loteamento parque sao martinho campinas,-22.9519453,-47.0588136,1
439,https://www.quintoandar.com.br/imovel/894413385/comprar/apartamento-2-quartos-residencial-parque-da-fazenda-campinas,380.0,370.0,75.0,2,43,1,1,Até 3° andar,Sem mobília,residencial parque da fazenda campinas,-22.9225019,-47.118227,0
440,https://www.quintoandar.com.br/imovel/894360530/comprar/apartamento-2-quartos-centro-campinas,310.0,850.0,170.0,2,65,1,2,4° a 7° andar,Sem mobília,centro campinas,-22.9003879,-47.0639378,2
441,https://www.quintoandar.com.br/imovel/894034108/comprar/apartamento-2-quartos-jardim-miranda-campinas,240.0,521.0,125.0,2,48,1,1,Até 3° andar,Sem mobília,jardim miranda campinas,-22.9164845,-47.0941729,0
442,https://www.quintoandar.com.br/imovel/894432317/comprar/apartamento-2-quartos-conjunto-residencial-parque-bandeirantes-campinas,320.0,585.0,62.0,2,67,1,1,Até 3° andar,Sem mobília,conjunto residencial parque bandeirantes campinas,-22.9045859,-47.1032675,0
443,https://www.quintoandar.com.br/imovel/892934232/comprar/apartamento-2-quartos-centro-campinas,360.0,560.0,98.0,2,80,1,1,Até 3° andar,Sem mobília,centro campinas,-22.9051421,-47.0499861,2
444,https://www.quintoandar.com.br/imovel/894451358/comprar/apartamento-2-quartos-jardim-do-lago-campinas,225.0,500.0,42.0,2,65,1,1,Até 3° andar,Sem mobília,jardim do lago campinas,-22.9349377,-47.0893112,0
446,https://www.quintoandar.com.br/imovel/893514642/comprar/apartamento-2-quartos-vila-saturnia-campinas,260.0,266.0,30.0,2,48,1,1,Até 3° andar,Sem mobília,vila saturnia campinas,-22.9121906,-47.0837825,0
447,https://www.quintoandar.com.br/imovel/893683758/comprar/apartamento-3-quartos-jardim-quarto-centenario-campinas,350.0,300.0,42.0,3,69,1,1,Até 3° andar,Sem mobília,jardim quarto centenario campinas,-22.8933218,-47.0967547,0
448,https://www.quintoandar.com.br/imovel/894434505/comprar/apartamento-2-quartos-jardim-pauliceia-campinas,250.0,600.0,42.0,2,55,1,1,Até 3° andar,Sem mobília,jardim pauliceia campinas,-22.9200016,-47.1045185,0
450,https://www.quintoandar.com.br/imovel/892944626/comprar/apartamento-2-quartos-jardim-antonio-von-zuben-campinas,295.0,320.0,48.0,2,50,1,1,4° a 7° andar,Sem mobília,jardim antonio von zuben campinas,-22.9539947,-47.0286775,1
451,https://www.quintoandar.com.br/imovel/894433407/comprar/apartamento-2-quartos-jardim-samambaia-campinas,349.0,400.0,46.0,2,49,1,1,12° a 15° andar,Sem mobília,jardim samambaia campinas,-22.9332826,-47.0191449,1
452,https://www.quintoandar.com.br/imovel/894379937/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,219.99,280.0,25.0,2,49,1,1,4° a 7° andar,Sem mobília,loteamento parque sao martinho campinas,-22.9519346,-47.0583483,1
453,https://www.quintoandar.com.br/imovel/894434227/comprar/apartamento-3-quartos-vila-manoel-ferreira-campinas,300.0,570.0,72.0,3,65,1,1,Até 3° andar,Sem mobília,vila manoel ferreira campinas,-22.9125591,-47.0969466,0
454,https://www.quintoandar.com.br/imovel/892899657/comprar/apartamento-3-quartos-centro-campinas,365.0,720.0,35.0,3,80,1,2,4° a 7° andar,Sem mobília,centro campinas,-22.9064426,-47.0571954,2
455,https://www.quintoandar.com.br/imovel/893733087/comprar/apartamento-2-quartos-jardim-samambaia-campinas,265.0,420.0,56.0,2,49,1,1,Até 3° andar,Sem mobília,jardim samambaia campinas,-22.9332801,-47.0191421,1
456,https://www.quintoandar.com.br/imovel/894161300/comprar/apartamento-2-quartos-vila-progresso-campinas,250.0,400.0,43.0,2,84,1,1,4° a 7° andar,Sem mobília,vila progresso campinas,-22.9322008,-47.0338902,1
457,https://www.quintoandar.com.br/imovel/893393620/comprar/apartamento-2-quartos-jardim-chapadao-campinas,315.0,660.0,98.0,2,78,1,1,4° a 7° andar,Sem mobília,jardim chapadao campinas,-22.89677,-47.085149,2
463,https://www.quintoandar.com.br/imovel/894206317/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,265.0,351.0,14.0,2,55,1,1,Até 3° andar,Sem mobília,jardim nova europa campinas,-22.9304653,-47.0602217,1
464,https://www.quintoandar.com.br/imovel/894094134/comprar/apartamento-3-quartos-bonfim-campinas,375.0,487.0,63.0,3,65,1,2,8° a 11° andar,Sem mobília,bonfim campinas,-22.9011558,-47.077584,2
465,https://www.quintoandar.com.br/imovel/894019858/comprar/apartamento-3-quartos-jardim-do-trevo-campinas,285.0,340.0,48.0,3,63,1,2,Até 3° andar,Sem mobília,jardim do trevo campinas,-22.9346381,-47.0596705,1
466,https://www.quintoandar.com.br/imovel/893468197/comprar/apartamento-2-quartos-jardim-pauliceia-campinas,180.0,495.0,42.0,2,60,1,1,Até 3° andar,Sem mobília,jardim pauliceia campinas,-22.9208154,-47.10533,0
467,https://www.quintoandar.com.br/imovel/894318867/comprar/apartamento-2-quartos-vila-industrial-campinas,180.0,400.0,8.0,2,64,1,1,Até 3° andar,Sem mobília,vila industrial campinas,-22.9132493,-47.0743463,2
468,https://www.quintoandar.com.br/imovel/894375677/comprar/apartamento-3-quartos-jardim-das-bandeiras-campinas,195.0,400.0,0.0,3,71,1,1,Até 3° andar,Sem mobília,jardim das bandeiras campinas,-22.9508307,-47.0886159,0
469,https://www.quintoandar.com.br/imovel/894358369/comprar/apartamento-2-quartos-jardim-andorinhas-campinas,213.0,506.0,0.0,2,60,1,1,Até 3° andar,Sem mobília,jardim andorinhas campinas,-22.9211828,-47.0176268,1
470,https://www.quintoandar.com.br/imovel/894307744/comprar/apartamento-2-quartos-parque-residencial-vila-uniao-campinas,150.0,350.0,91.0,2,59,1,1,Até 3° andar,Sem mobília,parque residencial vila uniao campinas,-22.9099384,-47.0626332,2
471,https://www.quintoandar.com.br/imovel/892876664/comprar/apartamento-2-quartos-vila-marieta-campinas,245.0,314.0,55.0,2,46,1,1,4° a 7° andar,Sem mobília,vila marieta campinas,-22.9521176,-47.0513585,1
472,https://www.quintoandar.com.br/imovel/894252366/comprar/apartamento-2-quartos-ponte-preta-campinas,290.0,595.0,65.83,2,78,1,2,4° a 7° andar,Sem mobília,ponte preta campinas,-22.9208897,-47.0498099,2
473,https://www.quintoandar.com.br/imovel/894340808/comprar/apartamento-3-quartos-parque-italia-campinas,320.0,518.0,100.0,3,54,1,1,Até 3° andar,Sem mobília,parque italia campinas,-22.9181763,-47.0683851,2
474,https://www.quintoandar.com.br/imovel/893393144/comprar/apartamento-3-quartos-vila-industrial-campinas,350.0,650.0,38.0,3,66,1,1,Até 3° andar,Sem mobília,vila industrial campinas,-22.9105016,-47.0767798,2
475,https://www.quintoandar.com.br/imovel/894369296/comprar/apartamento-2-quartos-jardim-das-bandeiras-campinas,175.0,480.0,41.0,2,60,1,1,4° a 7° andar,Sem mobília,jardim das bandeiras campinas,-22.9504714,-47.0886075,0
476,https://www.quintoandar.com.br/imovel/894300164/comprar/apartamento-3-quartos-vila-padre-manoel-de-nobrega-campinas,209.99,545.0,21.0,3,60,1,1,Até 3° andar,Sem mobília,vila padre manoel de nobrega campinas,-22.9130786,-47.1190516,0
477,https://www.quintoandar.com.br/imovel/894407034/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,180.0,450.0,16.0,2,60,1,1,Até 3° andar,Sem mobília,loteamento parque sao martinho campinas,-22.9511954,-47.0608229,1
478,https://www.quintoandar.com.br/imovel/894335153/comprar/apartamento-2-quartos-parque-industrial-campinas,250.0,330.0,0.0,2,45,1,1,Até 3° andar,Mobiliado,parque industrial campinas,-22.9200303,-47.0818255,0
479,https://www.quintoandar.com.br/imovel/894352776/comprar/apartamento-3-quartos-ponte-preta-campinas,320.0,510.0,35.0,3,56,1,2,Até 3° andar,Mobiliado,ponte preta campinas,-22.9182274,-47.0566104,2
480,https://www.quintoandar.com.br/imovel/892910927/comprar/apartamento-3-quartos-jardim-do-vovo-campinas,220.0,486.0,63.0,3,76,2,1,Até 3° andar,Sem mobília,jardim do vovo campinas,-22.9020121,-47.1034741,0
481,https://www.quintoandar.com.br/imovel/894241283/comprar/apartamento-2-quartos-parque-industrial-campinas,300.0,400.0,0.0,2,43,1,1,8° a 11° andar,Mobiliado,parque industrial campinas,-22.9169545,-47.0849317,0
482,https://www.quintoandar.com.br/imovel/894162587/comprar/apartamento-3-quartos-jardim-capivari-campinas,320.0,480.0,100.0,3,78,1,1,4° a 7° andar,Sem mobília,jardim capivari campinas,-22.9535367,-47.1137173,0
483,https://www.quintoandar.com.br/imovel/894224770/comprar/apartamento-2-quartos-jardim-dom-vieira-campinas,255.0,570.0,52.0,2,52,1,1,8° a 11° andar,Sem mobília,jardim dom vieira campinas,-22.9198938,-47.0683577,2
484,https://www.quintoandar.com.br/imovel/894301502/comprar/apartamento-2-quartos-jardim-sao-jose-campinas,240.0,340.0,0.0,2,44,1,1,Até 3° andar,Mobiliado,jardim sao jose campinas,-22.9620778,-47.0942372,0
485,https://www.quintoandar.com.br/imovel/894385274/comprar/apartamento-2-quartos-fundacao-da-casa-popular-campinas,220.0,350.0,29.0,2,60,1,1,Até 3° andar,Mobiliado,fundacao da casa popular campinas,-22.9160638,-47.077027,2
486,https://www.quintoandar.com.br/imovel/894358477/comprar/apartamento-2-quartos-bonfim-campinas,288.0,288.0,34.0,2,59,1,1,Até 3° andar,Sem mobília,bonfim campinas,-22.8992268,-47.0840855,2
487,https://www.quintoandar.com.br/imovel/893066578/comprar/apartamento-3-quartos-jardim-antonio-von-zuben-campinas,345.0,477.0,84.0,3,70,2,2,12° a 15° andar,Sem mobília,jardim antonio von zuben campinas,-22.9514426,-47.0312249,1
488,https://www.quintoandar.com.br/imovel/894275552/comprar/apartamento-2-quartos-vila-saturnia-campinas,326.0,440.0,100.0,2,51,1,1,8° a 11° andar,Sem mobília,vila saturnia campinas,-22.914304,-47.0800217,2
489,https://www.quintoandar.com.br/imovel/893473083/comprar/apartamento-2-quartos-centro-campinas,285.0,634.0,34.0,2,90,1,2,4° a 7° andar,Sem mobília,centro campinas,-22.9091164,-47.0568195,2
490,https://www.quintoandar.com.br/imovel/894112479/comprar/apartamento-2-quartos-jardim-do-lago-campinas,300.0,400.0,52.0,2,50,1,1,4° a 7° andar,Sem mobília,jardim do lago campinas,-22.93709,-47.08731,0
491,https://www.quintoandar.com.br/imovel/894354064/comprar/apartamento-2-quartos-jardim-amazonas-campinas,265.0,390.0,46.0,2,49,1,1,Até 3° andar,Sem mobília,jardim amazonas campinas,-22.9432596,-47.0391115,1
492,https://www.quintoandar.com.br/imovel/894405584/comprar/apartamento-2-quartos-jardim-novo-campos-eliseos-campinas,185.0,380.0,80.0,2,60,1,1,4° a 7° andar,Sem mobília,jardim novo campos eliseos campinas,-22.9515492,-47.1014876,0
493,https://www.quintoandar.com.br/imovel/893200449/comprar/apartamento-2-quartos-jardim-pauliceia-campinas,190.0,600.0,55.0,2,81,1,1,Até 3° andar,Sem mobília,jardim pauliceia campinas,-22.9196512,-47.1045672,0
494,https://www.quintoandar.com.br/imovel/893693735/comprar/apartamento-2-quartos-jardim-do-lago-campinas,245.0,300.0,47.0,2,47,1,1,8° a 11° andar,Sem mobília,jardim do lago campinas,-22.9356397,-47.0856408,0
495,https://www.quintoandar.com.br/imovel/894054083/comprar/apartamento-3-quartos-sao-bernardo-campinas,270.0,530.0,54.0,3,65,1,2,Até 3° andar,Sem mobília,sao bernardo campinas,-22.922849,-47.0752777,2
496,https://www.quintoandar.com.br/imovel/893527330/comprar/apartamento-2-quartos-sao-bernardo-campinas,250.0,399.0,52.0,2,64,1,2,Até 3° andar,Sem mobília,sao bernardo campinas,-22.9227179,-47.0727818,2
