link,valor,condominio,iptu,quartos,tamanho,vagas,banheiros,andar,mobilia,localização
https://www.quintoandar.com.br/imovel/894206996/comprar/apartamento-3-quartos-bosque-campinas,360.0,800.0,12x R$ 55,3.0,84.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9076192,-47.0461067"
https://www.quintoandar.com.br/imovel/893435031/comprar/apartamento-2-quartos-vila-progresso-campinas,320.0,502.0,12x R$ 58,2.0,67.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9290016,-47.0347392"
https://www.quintoandar.com.br/imovel/893065958/comprar/apartamento-2-quartos-vila-industrial-campinas,339.0,400.0,12x R$ 70,2.0,50.0,1.0,1.0,16° a 19° andar,Sem mobília,"=-22.911193,-47.061183"
https://www.quintoandar.com.br/imovel/893696216/comprar/apartamento-2-quartos-jardim-dom-vieira-campinas,270.0,570.0,12x R$ 23,2.0,60.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9200533,-47.0687145"
https://www.quintoandar.com.br/imovel/893605942/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,280.0,370.0,12x R$ 27,2.0,46.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9297222,-47.0589482"
https://www.quintoandar.com.br/imovel/893425321/comprar/apartamento-2-quartos-vila-progresso-campinas,235.0,400.0,12x R$ 38,2.0,65.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9321739,-47.0338643"
https://www.quintoandar.com.br/imovel/894452657/comprar/apartamento-2-quartos-vila-pompeia-campinas,195.0,350.0,12x R$ 24,2.0,55.0,1.0,1.0,4° a 7° andar,Sem mobília,"l=-22.93125,-47.089057"
https://www.quintoandar.com.br/imovel/894280335/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,370.0,800.0,12x R$ 81,2.0,90.0,1.0,1.0,8° a 11° andar,Sem mobília,"-22.9113697,-47.066305"
https://www.quintoandar.com.br/imovel/894393946/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,370.0,370.0,12x R$ 14,2.0,52.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9297222,-47.0589482"
https://www.quintoandar.com.br/imovel/893494997/comprar/apartamento-2-quartos-parque-italia-campinas,260.0,492.0,12x R$ 61,2.0,57.0,1.0,2.0,Até 3° andar,Mobiliado,"22.9210108,-47.0678632"
https://www.quintoandar.com.br/imovel/894440372/comprar/apartamento-2-quartos-centro-campinas,349.0,711.0,12x R$ 90,2.0,102.0,1.0,1.0,12° a 15° andar,Sem mobília,"22.9081423,-47.0608489"
https://www.quintoandar.com.br/imovel/894401149/comprar/apartamento-2-quartos-jardim-flamboyant-campinas,295.0,350.0,12x R$ 42,2.0,65.0,1.0,2.0,Até 3° andar,Sem mobília,"-22.8803887,-47.032834"
https://www.quintoandar.com.br/imovel/894069772/comprar/apartamento-2-quartos-jardim-anton-von-zuben-campinas,245.0,230.0,12x R$ 15,2.0,42.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.9524228,-47.025735"
https://www.quintoandar.com.br/imovel/894449342/comprar/apartamento-2-quartos-jardim-dos-oliveiras-campinas,190.0,360.0,12x R$ 30,2.0,58.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9422638,-47.0389813"
https://www.quintoandar.com.br/imovel/894386995/comprar/apartamento-2-quartos-jardim-dos-oliveiras-campinas,210.0,380.0,12x R$ 17,2.0,49.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9422972,-47.0393654"
https://www.quintoandar.com.br/imovel/892975229/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,250.0,274.0,12x R$ 17,2.0,53.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9556124,-47.0582803"
https://www.quintoandar.com.br/imovel/894362016/comprar/apartamento-3-quartos-conjunto-residencial-parque-bandeirantes-campinas,240.0,584.0,12x R$ 60,3.0,76.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9035398,-47.1052575"
https://www.quintoandar.com.br/imovel/894429025/comprar/apartamento-3-quartos-vila-proost-de-souza-campinas,280.0,590.0,12x R$ 59,3.0,70.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9068072,-47.0942562"
https://www.quintoandar.com.br/imovel/894117109/comprar/apartamento-2-quartos-flamboyant-campinas,390.0,640.0,12x R$ 100,2.0,74.0,1.0,2.0,Até 3° andar,Sem mobília,"-22.8796198,-47.038121"
https://www.quintoandar.com.br/imovel/894414034/comprar/apartamento-2-quartos-jardim-chapadao-campinas,350.0,300.0,12x R$ 120,2.0,98.0,1.0,2.0,Até 3° andar,Sem mobília,"22.8849995,-47.0735476"
https://www.quintoandar.com.br/imovel/894293518/comprar/apartamento-2-quartos-bonfim-campinas,330.0,500.0,12x R$ 50,2.0,60.0,1.0,2.0,Até 3° andar,Sem mobília,"22.8964722,-47.0808678"
https://www.quintoandar.com.br/imovel/894412742/comprar/apartamento-2-quartos-vila-italia-campinas,270.0,410.0,12x R$ 82,2.0,73.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.901101,-47.0857728"
https://www.quintoandar.com.br/imovel/894222068/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,250.0,320.0,12x R$ 25,2.0,46.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9546476,-47.0578838"
https://www.quintoandar.com.br/imovel/894245770/comprar/apartamento-2-quartos-jardim-anton-von-zuben-campinas,295.0,340.0,12x R$ 65,2.0,52.0,1.0,2.0,Até 3° andar,Sem mobília,"-22.951348,-47.0252602"
https://www.quintoandar.com.br/imovel/893447924/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,235.0,315.0,12x R$ 21,2.0,47.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9546476,-47.0578838"
https://www.quintoandar.com.br/imovel/894459374/comprar/apartamento-2-quartos-jardim-samambaia-campinas,275.0,390.0,12x R$ 11,2.0,48.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9335318,-47.0184541"
https://www.quintoandar.com.br/imovel/894424384/comprar/apartamento-3-quartos-conjunto-residencial-parque-bandeirantes-campinas,255.0,584.0,12x R$ 58,3.0,66.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9045859,-47.1032675"
https://www.quintoandar.com.br/imovel/893376014/comprar/apartamento-2-quartos-centro-campinas,390.0,884.0,12x R$ 97,2.0,85.0,2.0,1.0,4° a 7° andar,Sem mobília,"22.9104233,-47.0576592"
https://www.quintoandar.com.br/imovel/894448139/comprar/apartamento-3-quartos-vila-industrial-campinas,380.0,930.0,12x R$ 5.587,3.0,69.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9103952,-47.0767132"
https://www.quintoandar.com.br/imovel/892905883/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,220.0,310.0,12x R$ 24,2.0,43.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9545619,-47.0571755"
https://www.quintoandar.com.br/imovel/894400539/comprar/apartamento-2-quartos-conjunto-residencial-parque-bandeirantes-campinas,230.0,534.0,12x R$ 45,2.0,62.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9037836,-47.1025305"
https://www.quintoandar.com.br/imovel/894391684/comprar/apartamento-2-quartos-jardim-chapadao-campinas,290.0,320.0,12x R$ 40,2.0,66.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8859989,-47.0723724"
https://www.quintoandar.com.br/imovel/894393176/comprar/apartamento-2-quartos-jardim-roseira-campinas,350.0,500.0,12x R$ 11,2.0,60.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9244795,-47.1158752"
https://www.quintoandar.com.br/imovel/893066275/comprar/apartamento-2-quartos-jardim-paulistano-campinas,275.0,570.0,12x R$ 40,2.0,78.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9193214,-47.0469607"
https://www.quintoandar.com.br/imovel/893053904/comprar/apartamento-3-quartos-ponte-preta-campinas,290.0,489.0,12x R$ 38,3.0,60.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9182968,-47.0567706"
https://www.quintoandar.com.br/imovel/893732342/comprar/apartamento-2-quartos-jardim-do-lago-campinas,235.0,298.0,12x R$ 73,2.0,44.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9356397,-47.0856408"
https://www.quintoandar.com.br/imovel/894346024/comprar/apartamento-2-quartos-vila-industrial-campinas,370.0,400.0,12x R$ 63,2.0,52.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9110704,-47.0616003"
https://www.quintoandar.com.br/imovel/894407545/comprar/apartamento-2-quartos-residencial-villa-garden-campinas,320.0,264.0,12x R$ 66,2.0,44.0,1.0,1.0,12° a 15° andar,Sem mobília,"22.9204298,-47.0806682"
https://www.quintoandar.com.br/imovel/892799318/comprar/apartamento-2-quartos-vila-industrial-campinas,352.0,628.0,12x R$ 0,2.0,68.0,1.0,2.0,12° a 15° andar,Sem mobília,"22.9115436,-47.0712962"
https://www.quintoandar.com.br/imovel/893554866/comprar/apartamento-2-quartos-fundacao-da-casa-popular-campinas,268.0,300.0,12x R$ 0,2.0,43.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9175814,-47.0814029"
https://www.quintoandar.com.br/imovel/894207568/comprar/apartamento-2-quartos-jardim-pauliceia-campinas,280.0,630.0,12x R$ 64,2.0,70.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9175036,-47.1015699"
https://www.quintoandar.com.br/imovel/894195410/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,305.0,414.0,12x R$ 60,2.0,55.0,1.0,2.0,12° a 15° andar,Sem mobília,"22.9297222,-47.0589482"
https://www.quintoandar.com.br/imovel/893285505/comprar/apartamento-2-quartos-botafogo-campinas,300.0,730.0,12x R$ 47,2.0,70.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9003497,-47.0716389"
https://www.quintoandar.com.br/imovel/894382653/comprar/apartamento-2-quartos-vila-lemos-campinas,320.0,580.0,12x R$ 180,2.0,50.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9171758,-47.0421774"
https://www.quintoandar.com.br/imovel/893476551/comprar/apartamento-2-quartos-centro-campinas,330.0,1.068,12x R$ 145,2.0,102.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9037638,-47.0593647"
https://www.quintoandar.com.br/imovel/894428879/comprar/apartamento-2-quartos-jardim-pauliceia-campinas,240.0,325.0,12x R$ 21,2.0,59.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9168474,-47.1013131"
https://www.quintoandar.com.br/imovel/893985869/comprar/apartamento-2-quartos-centro-campinas,390.0,690.0,12x R$ 156,2.0,120.0,1.0,3.0,8° a 11° andar,Sem mobília,"22.9004471,-47.0626919"
https://www.quintoandar.com.br/imovel/893958220/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,295.0,586.0,12x R$ 46,2.0,73.0,1.0,2.0,Até 3° andar,Sem mobília,"=-22.9146647,-47.06235"
https://www.quintoandar.com.br/imovel/894445231/comprar/apartamento-2-quartos-vila-mimosa-campinas,215.0,600.0,12x R$ 37,2.0,64.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9357392,-47.0942372"
https://www.quintoandar.com.br/imovel/894400086/comprar/apartamento-3-quartos-vila-marieta-campinas,370.0,785.0,12x R$ 81,3.0,80.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9278974,-47.0539344"
https://www.quintoandar.com.br/imovel/894368122/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,295.0,360.0,12x R$ 22,2.0,52.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9305711,-47.0570666"
https://www.quintoandar.com.br/imovel/894381036/comprar/apartamento-2-quartos-vila-mimosa-campinas,370.0,292.0,12x R$ 56,2.0,48.0,1.0,1.0,16° a 19° andar,Sem mobília,"-22.915642,-47.0679795"
https://www.quintoandar.com.br/imovel/894415140/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,220.0,303.0,12x R$ 29,2.0,51.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9569741,-47.0577256"
https://www.quintoandar.com.br/imovel/893755008/comprar/apartamento-3-quartos-jardim-dos-oliveiras-campinas,295.0,430.0,12x R$ 84,3.0,68.0,1.0,1.0,4° a 7° andar,Mobiliado,"22.9410458,-47.0414193"
https://www.quintoandar.com.br/imovel/894259279/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,350.0,450.0,12x R$ 93,2.0,53.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9110704,-47.0616003"
https://www.quintoandar.com.br/imovel/893417264/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,205.0,250.0,12x R$ 25,2.0,58.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9579089,-47.0571236"
https://www.quintoandar.com.br/imovel/894199331/comprar/apartamento-3-quartos-vila-itapura-campinas,355.0,1.25,12x R$ 238,3.0,133.0,1.0,2.0,Até 3° andar,Sem mobília,"22.8999016,-47.0608466"
https://www.quintoandar.com.br/imovel/894267636/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,380.0,400.0,12x R$ 80,2.0,50.0,1.0,1.0,16° a 19° andar,Mobiliado,"aps?q&layer=c&cbll=0,0"
https://www.quintoandar.com.br/imovel/894410131/comprar/apartamento-2-quartos-jardim-flamboyant-campinas,280.0,550.0,12x R$ 166,2.0,75.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8803846,-47.0383326"
https://www.quintoandar.com.br/imovel/892857527/comprar/apartamento-2-quartos-ponte-preta-campinas,340.0,490.0,12x R$ 42,2.0,75.0,1.0,2.0,4° a 7° andar,Sem mobília,"22.9154424,-47.0534777"
https://www.quintoandar.com.br/imovel/894365098/comprar/apartamento-2-quartos-vila-georgina-campinas,218.0,466.0,12x R$ 79,2.0,61.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9398601,-47.0333334"
https://www.quintoandar.com.br/imovel/893513505/comprar/apartamento-2-quartos-centro-campinas,260.0,680.0,12x R$ 90,2.0,57.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9061867,-47.0532908"
https://www.quintoandar.com.br/imovel/894226509/comprar/apartamento-3-quartos-centro-campinas,315.0,680.0,12x R$ 100,3.0,90.0,1.0,2.0,12° a 15° andar,Sem mobília,"-22.910157,-47.0561091"
https://www.quintoandar.com.br/imovel/894315824/comprar/apartamento-2-quartos-vila-nova-campinas,310.0,420.0,12x R$ 49,2.0,68.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8819405,-47.0703726"
https://www.quintoandar.com.br/imovel/892816955/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,270.0,430.0,12x R$ 21,2.0,52.0,1.0,2.0,20° a 23° andar,Sem mobília,"22.9309699,-47.0577549"
https://www.quintoandar.com.br/imovel/894369121/comprar/apartamento-2-quartos-sao-bernardo-campinas,335.0,220.0,12x R$ 83,2.0,76.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9273384,-47.0775783"
https://www.quintoandar.com.br/imovel/894358288/comprar/apartamento-2-quartos-jardim-sao-jose-campinas,222.6,358.0,12x R$ 12,2.0,42.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9620778,-47.0942372"
https://www.quintoandar.com.br/imovel/893666696/comprar/apartamento-3-quartos-conjunto-residencial-parque-bandeirantes-campinas,280.0,550.0,12x R$ 59,3.0,77.0,2.0,1.0,Até 3° andar,Sem mobília,"22.9033511,-47.1051192"
https://www.quintoandar.com.br/imovel/894334635/comprar/apartamento-2-quartos-jardim-das-bandeiras-campinas,240.0,450.0,12x R$ 46,2.0,62.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9504714,-47.0886075"
https://www.quintoandar.com.br/imovel/894359903/comprar/apartamento-2-quartos-jardim-do-lago-continuacao-campinas,319.9,360.0,12x R$ 66,2.0,54.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9480604,-47.0867268"
https://www.quintoandar.com.br/imovel/894373985/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,220.0,270.0,12x R$ 25,2.0,49.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.9586481,-47.056734"
https://www.quintoandar.com.br/imovel/894394654/comprar/apartamento-2-quartos-vila-marieta-campinas,250.0,485.0,12x R$ 46,2.0,74.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.928432,-47.0494128"
https://www.quintoandar.com.br/imovel/894451000/comprar/apartamento-2-quartos-loteamento-residencial-parque-dos-cantos-campinas,235.0,307.0,12x R$ 0,2.0,48.0,1.0,1.0,4° a 7° andar,Mobiliado,"-22.9413652,-47.023671"
https://www.quintoandar.com.br/imovel/894370487/comprar/apartamento-2-quartos-vila-andrade-neves-campinas,360.0,350.0,12x R$ 50,2.0,73.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8968612,-47.0756293"
https://www.quintoandar.com.br/imovel/894364924/comprar/apartamento-3-quartos-loteamento-country-ville-campinas,320.0,451.0,12x R$ 48,3.0,67.0,1.0,2.0,Até 3° andar,Sem mobília,"-22.947286,-47.0940279"
https://www.quintoandar.com.br/imovel/894461298/comprar/apartamento-2-quartos-mansoes-santo-antonio-campinas,360.0,700.0,12x R$ 73,2.0,77.0,1.0,1.0,4° a 7° andar,Mobiliado,"22.8535276,-47.0466207"
https://www.quintoandar.com.br/imovel/894379156/comprar/apartamento-3-quartos-conjunto-residencial-parque-bandeirantes-campinas,258.0,570.0,12x R$ 50,3.0,69.0,2.0,1.0,Até 3° andar,Sem mobília,"22.9045859,-47.1032675"
https://www.quintoandar.com.br/imovel/894419303/comprar/apartamento-3-quartos-jardim-sao-joao-campinas,220.0,400.0,12x R$ 66,3.0,70.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9494533,-47.0999625"
https://www.quintoandar.com.br/imovel/894325594/comprar/apartamento-2-quartos-jardim-do-lago-continuacao-campinas,315.0,372.0,12x R$ 46,2.0,54.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9480604,-47.0867268"
https://www.quintoandar.com.br/imovel/893561057/comprar/apartamento-2-quartos-jardim-do-vovo-campinas,275.0,550.0,12x R$ 46,2.0,63.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9020121,-47.1034741"
https://www.quintoandar.com.br/imovel/893168660/comprar/apartamento-2-quartos-ponte-pequena-campinas,365.0,563.0,12x R$ 48,2.0,62.0,1.0,2.0,80° a 83° andar,Sem mobília,"22.9524139,-47.0221938"
https://www.quintoandar.com.br/imovel/893826414/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,209.0,305.0,12x R$ 26,2.0,44.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9586169,-47.0567245"
https://www.quintoandar.com.br/imovel/894201631/comprar/apartamento-2-quartos-centro-campinas,395.0,732.0,12x R$ 145,2.0,100.0,1.0,2.0,8° a 11° andar,Sem mobília,"22.9004471,-47.0626919"
https://www.quintoandar.com.br/imovel/892919441/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,230.0,320.0,12x R$ 35,2.0,46.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9587131,-47.0567086"
https://www.quintoandar.com.br/imovel/892887743/comprar/apartamento-2-quartos-vila-progresso-campinas,260.0,450.0,12x R$ 35,2.0,64.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9321739,-47.0338643"
https://www.quintoandar.com.br/imovel/894197006/comprar/apartamento-2-quartos-fundacao-da-casa-popular-campinas,285.0,350.0,12x R$ 0,2.0,45.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9170975,-47.0848577"
https://www.quintoandar.com.br/imovel/893596872/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,260.0,415.0,12x R$ 27,2.0,47.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9177409,-47.0590224"
https://www.quintoandar.com.br/imovel/893603828/comprar/apartamento-2-quartos-centro-campinas,290.0,495.0,12x R$ 54,2.0,80.0,1.0,1.0,12° a 15° andar,Sem mobília,"22.9055989,-47.0618521"
https://www.quintoandar.com.br/imovel/894408142/comprar/apartamento-2-quartos-jardim-das-bandeiras-campinas,270.0,399.0,12x R$ 49,2.0,53.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9480604,-47.0867268"
https://www.quintoandar.com.br/imovel/894296244/comprar/apartamento-2-quartos-jardim-aero-continental-campinas,320.0,530.0,12x R$ 90,2.0,57.0,1.0,1.0,72° a 75° andar,Sem mobília,"22.9440396,-47.0933527"
https://www.quintoandar.com.br/imovel/894352750/comprar/apartamento-2-quartos-jardim-das-bandeiras-campinas,270.0,357.0,12x R$ 67,2.0,54.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9480604,-47.0867268"
https://www.quintoandar.com.br/imovel/893606755/comprar/apartamento-2-quartos-jardim-do-lago-continuacao-campinas,249.0,370.0,12x R$ 58,2.0,54.0,1.0,1.0,8° a 11° andar,Sem mobília,"-22.9477895,-47.087812"
https://www.quintoandar.com.br/imovel/893553373/comprar/apartamento-2-quartos-vila-miguel-vicente-cury-campinas,330.0,415.0,12x R$ 0,2.0,45.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8629977,-47.0635132"
https://www.quintoandar.com.br/imovel/894311695/comprar/apartamento-2-quartos-centro-campinas,270.0,865.0,12x R$ 56,2.0,54.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9098323,-47.0556031"
https://www.quintoandar.com.br/imovel/894425451/comprar/apartamento-2-quartos-jardim-marcia-campinas,225.0,330.0,12x R$ 17,2.0,47.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9462833,-47.1112941"
https://www.quintoandar.com.br/imovel/894355208/comprar/apartamento-2-quartos-bonfim-campinas,380.0,480.0,12x R$ 74,2.0,84.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.8985493,-47.079048"
https://www.quintoandar.com.br/imovel/894266817/comprar/apartamento-2-quartos-jardim-das-bandeiras-campinas,210.0,618.0,12x R$ 1,2.0,57.0,1.0,1.0,4° a 7° andar,Sem mobília,"aps?q&layer=c&cbll=0,0"
https://www.quintoandar.com.br/imovel/894358659/comprar/apartamento-2-quartos-botafogo-campinas,360.0,558.0,12x R$ 55,2.0,64.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8998501,-47.0751623"
https://www.quintoandar.com.br/imovel/894313721/comprar/apartamento-2-quartos-jardim-sao-vicente-campinas,215.0,570.0,12x R$ 41,2.0,62.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9428553,-47.0320321"
https://www.quintoandar.com.br/imovel/893310294/comprar/apartamento-2-quartos-chacara-da-barra-campinas,350.0,586.0,12x R$ 66,2.0,77.0,1.0,1.0,Até 3° andar,Sem mobília,"22.8897288,-47.0342301"
https://www.quintoandar.com.br/imovel/894419906/comprar/apartamento-2-quartos-jardim-sao-gabriel-campinas,310.0,158.0,12x R$ 23,2.0,48.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9427763,-47.0313767"
https://www.quintoandar.com.br/imovel/894436155/comprar/apartamento-2-quartos-ponte-preta-campinas,250.0,750.0,12x R$ 45,2.0,72.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9208897,-47.0498099"
https://www.quintoandar.com.br/imovel/894456168/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,240.0,460.0,12x R$ 33,2.0,56.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9176617,-47.0591575"
https://www.quintoandar.com.br/imovel/893612897/comprar/apartamento-2-quartos-vila-proost-de-souza-campinas,300.0,280.0,12x R$ 66,2.0,70.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9014341,-47.0936316"
https://www.quintoandar.com.br/imovel/894454489/comprar/apartamento-2-quartos-vila-boacava-campinas,370.0,603.0,12x R$ 31,2.0,58.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9225891,-47.0505797"
https://www.quintoandar.com.br/imovel/894411306/comprar/apartamento-2-quartos-jardim-sao-gabriel-campinas,210.0,524.0,12x R$ 15,2.0,57.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9424181,-47.0318706"
https://www.quintoandar.com.br/imovel/894381857/comprar/apartamento-2-quartos-vila-paraiso-campinas,240.0,485.0,12x R$ 45,2.0,74.0,1.0,1.0,Até 3° andar,Sem mobília,"-22.928432,-47.0494128"
https://www.quintoandar.com.br/imovel/894279343/comprar/apartamento-2-quartos-vila-santana-campinas,320.0,600.0,12x R$ 0,2.0,76.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9227668,-47.0721378"
https://www.quintoandar.com.br/imovel/894369768/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,215.0,490.0,12x R$ 72,2.0,56.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9132577,-47.0743415"
https://www.quintoandar.com.br/imovel/894373188/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,285.0,250.0,12x R$ 10,2.0,50.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9351007,-47.0598796"
https://www.quintoandar.com.br/imovel/894234614/comprar/apartamento-3-quartos-jardim-antonio-von-zuben-campinas,390.0,550.0,12x R$ 75,3.0,75.0,2.0,2.0,4° a 7° andar,Sem mobília,"22.9516012,-47.0317658"
https://www.quintoandar.com.br/imovel/893532983/comprar/apartamento-2-quartos-vila-industrial-campinas,282.0,535.0,12x R$ 71,2.0,80.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9127907,-47.0760799"
https://www.quintoandar.com.br/imovel/893053143/comprar/apartamento-2-quartos-jardim-paulistano-campinas,310.0,639.0,12x R$ 49,2.0,78.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9193214,-47.0469607"
https://www.quintoandar.com.br/imovel/894405414/comprar/apartamento-2-quartos-jardim-ipaussurama-campinas,335.0,420.0,12x R$ 75,2.0,47.0,1.0,1.0,8° a 11° andar,Sem mobília,"22.9179491,-47.1188094"
https://www.quintoandar.com.br/imovel/894368262/comprar/apartamento-2-quartos-loteamento-parque-sao-martinho-campinas,230.0,300.0,12x R$ 25,2.0,52.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9546476,-47.0578838"
https://www.quintoandar.com.br/imovel/894397941/comprar/apartamento-2-quartos-jardim-capivari-campinas,215.0,540.0,12x R$ 17,2.0,55.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9529674,-47.1080142"
https://www.quintoandar.com.br/imovel/894442362/comprar/apartamento-3-quartos-loteamento-country-ville-campinas,240.0,550.0,12x R$ 62,3.0,78.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9482175,-47.0944369"
https://www.quintoandar.com.br/imovel/894370872/comprar/apartamento-2-quartos-jardim-sao-vicente-campinas,287.0,446.0,12x R$ 65,2.0,45.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9399749,-47.0337608"
https://www.quintoandar.com.br/imovel/894297865/comprar/apartamento-2-quartos-vila-joao-jorge-campinas,310.0,600.0,12x R$ 66,2.0,70.0,1.0,1.0,4° a 7° andar,Sem mobília,"22.9191759,-47.0610485"
https://www.quintoandar.com.br/imovel/893170218/comprar/apartamento-2-quartos-vila-industrial-campinas-campinas,380.0,390.0,12x R$ 79,2.0,50.0,1.0,1.0,12° a 15° andar,Mobiliado,"22.9112199,-47.0616375"
https://www.quintoandar.com.br/imovel/894399380/comprar/apartamento-2-quartos-jardim-nova-europa-campinas,350.0,440.0,12x R$ 64,2.0,52.0,1.0,2.0,Até 3° andar,Sem mobília,"22.9297222,-47.0589482"
https://www.quintoandar.com.br/imovel/894410649/comprar/apartamento-2-quartos-jardim-leonor-campinas,230.0,300.0,12x R$ 65,2.0,76.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9211494,-47.0694382"
https://www.quintoandar.com.br/imovel/894274878/comprar/apartamento-3-quartos-jardim-nova-europa-campinas,350.0,300.0,12x R$ 55,3.0,60.0,1.0,1.0,Até 3° andar,Sem mobília,"22.9305711,-47.0570666"
