Player_id,Team_id,Name,Role,Kills_avg,Assists_avg,Deaths_avg,CS/min,Gold/min,Damage/min,Vision/min
259,101,Kati,Mid,3.75,6.166666666666667,2.8333333333333335,8.985729259050215,417.4941546400058,664.636781423848,1.3786987019269508
260,21,Katsurii,Bot,3.0833333333333335,3.25,2.3333333333333335,9.404009887393599,413.8368580060434,580.3268332875599,1.04641581982972
261,27,Kaze,Mid,4.117647058823529,6.352941176470588,3.0588235294117645,7.983499812497859,410.6378481573649,666.9853066512111,1.1904680735008337
262,52,Kazmma,Jungle,1.9375,5.6875,4.1875,5.526764162998714,313.62203606417677,269.64219792701937,1.3098111600170363
263,64,Kellin,Support,0.6111111111111112,7.166666666666667,2.1666666666666665,1.788936170212763,259.5114893617017,197.80936170212735,3.6731914893616966
264,90,Kepler,Bot,2.6,4.9,3.5,7.526377491207523,392.27823368503425,789.6626286309777,2.401979940080767
265,30,Keria,Support,1.7777777777777777,8.88888888888889,1.8333333333333333,2.344363432417279,309.18676388109986,386.25537483641875,3.269770050476731
266,57,Kiari,Top,2.6,4.1,3.3,7.836973605766642,396.08584900547476,568.5025201886089,0.9918161617256538
267,69,Kiaya,Top,4.75,8.25,2.25,8.012224938875285,420.1124694376518,677.9437652811719,1.13691931540342
268,26,Kiefer,Mid,2.380952380952381,3.0,2.4285714285714284,8.623255813953493,391.66266829865384,595.05752753978,1.0971848225214205
269,29,Kiin,Top,3.1666666666666665,4.888888888888889,2.1666666666666665,7.969649712092106,390.6333973128587,502.80590211132284,1.1390355086372326
270,10,Killer,Bot,4.235294117647059,7.470588235294118,3.0,6.1274640383591,399.5358284496548,543.0507458710723,1.8280500799147625
271,45,Kinatu,Top,2.6,4.25,2.4,8.11001302382594,385.3979927985904,467.49406266758604,0.9974718455527465
272,64,Kingen,Top,1.6666666666666667,3.7222222222222223,2.111111111111111,8.401702127659561,382.173617021276,464.86978723404184,1.251063829787232
273,27,KinGi,Jungle,2.466666666666667,7.066666666666666,3.0,5.573173095561152,346.6043806939327,335.73948439620057,1.4374878852490782
