Player_id,Team_id,Tournament_id,Champion_id,Role,GameId,PlayerWin,Gamelength Number,Kills,Deaths,Assists,Gold,CS,DamageToChampions,VisionScore
145,15,19,47,Jungle,LEC/2024 Season/Winter Season_Week 3_3_1,Yes,39.45,4,3,15,13284,159,10727,61
145,15,19,91,Jungle,LEC/2024 Season/Winter Season_Week 3_9_1,No,31.9,1,4,5,9324,172,9596,51
145,15,20,161,Jungle,LEC/2024 Season/Winter Playoffs_Finals_1_1,Yes,29.95,7,2,17,12359,146,17372,29
145,15,20,161,Jungle,LEC/2024 Season/Winter Playoffs_Finals_1_2,No,28.016666666667,0,7,1,7624,152,6634,38
145,15,20,14,Jungle,LEC/2024 Season/Winter Playoffs_Finals_1_3,No,33.65,5,5,4,12701,227,11107,56
145,15,20,104,Jungle,LEC/2024 Season/Winter Playoffs_Finals_1_4,No,33.15,2,2,11,9704,144,7223,64
145,15,20,14,Jungle,LEC/2024 Season/Winter Playoffs_Round 1_4_1,No,27.25,2,3,6,9605,190,6070,35
145,15,20,16,Jungle,LEC/2024 Season/Winter Playoffs_Round 1_4_2,No,48.366666666667,6,4,6,16659,244,27639,89
145,15,20,147,Jungle,LEC/2024 Season/Winter Playoffs_Round 1_6_1,Yes,23.116666666667,4,0,8,9204,136,10481,26
145,15,20,112,Jungle,LEC/2024 Season/Winter Playoffs_Round 1_6_2,Yes,27.65,1,2,16,10398,169,7980,85
145,15,20,147,Jungle,LEC/2024 Season/Winter Playoffs_Round 2_3_1,Yes,27.1,3,5,14,10729,164,8641,45
145,15,20,16,Jungle,LEC/2024 Season/Winter Playoffs_Round 2_3_2,Yes,33.45,0,3,12,11867,228,19980,72
145,15,20,156,Jungle,LEC/2024 Season/Winter Playoffs_Round 3_1_1,Yes,31.566666666667,4,3,10,11868,181,9932,44
145,15,20,78,Jungle,LEC/2024 Season/Winter Playoffs_Round 3_1_2,No,28.95,0,5,5,8521,141,7806,26
145,15,20,47,Jungle,LEC/2024 Season/Winter Playoffs_Round 3_1_3,Yes,37.233333333333,3,2,24,13505,185,8231,87
145,15,20,156,Jungle,LEC/2024 Season/Winter Playoffs_Round 3_1_4,No,41.366666666667,1,6,7,11670,209,9242,90
145,15,20,147,Jungle,LEC/2024 Season/Winter Playoffs_Round 3_1_5,Yes,33.45,0,2,5,9384,152,2855,52
145,15,20,147,Jungle,LEC/2024 Season/Winter Playoffs_Round 4_2_1,Yes,31.933333333333,2,3,10,10712,169,8173,34
145,15,20,47,Jungle,LEC/2024 Season/Winter Playoffs_Round 4_2_2,Yes,28.516666666667,1,1,13,9729,152,6108,57
145,15,20,147,Jungle,LEC/2024 Season/Winter Playoffs_Round 4_2_3,No,37.4,1,4,11,11202,206,13945,75
145,15,20,147,Jungle,LEC/2024 Season/Winter Playoffs_Round 4_2_4,No,32.6,1,2,9,10565,178,10364,63
145,15,20,16,Jungle,LEC/2024 Season/Winter Playoffs_Round 4_2_5,Yes,30.333333333333,4,1,6,12170,245,11069,50
146,69,37,44,Mid,VCS/2024 Season/Spring Season_Week 6_2_1,No,32.033333333333,1,2,2,12073,283,25064,26
146,69,38,130,Mid,VCS/2024 Season/Spring Playoffs_Finals_1_1,Yes,41.416666666667,2,1,14,17135,370,22482,62
146,69,38,88,Mid,VCS/2024 Season/Spring Playoffs_Finals_1_2,No,37.483333333333,3,4,3,12546,268,9162,33
146,69,38,130,Mid,VCS/2024 Season/Spring Playoffs_Finals_1_3,Yes,36.516666666667,7,2,7,15418,305,27111,47
146,69,38,130,Mid,VCS/2024 Season/Spring Playoffs_Finals_1_4,Yes,28.966666666667,5,4,10,11888,246,15133,25
146,69,38,135,Mid,VCS/2024 Season/Spring Playoffs_Round 1_1_1,No,32.716666666667,3,3,5,13482,297,18671,55
146,69,38,135,Mid,VCS/2024 Season/Spring Playoffs_Round 1_1_2,No,37.15,6,3,1,15379,329,17874,36
146,69,38,130,Mid,VCS/2024 Season/Spring Playoffs_Round 1_3_1,Yes,36.333333333333,5,1,11,17229,376,22938,77
146,69,38,2,Mid,VCS/2024 Season/Spring Playoffs_Round 1_3_2,No,34.85,7,4,7,14220,280,22537,47
146,69,38,3,Mid,VCS/2024 Season/Spring Playoffs_Round 1_3_3,Yes,32.966666666667,8,1,8,15184,274,17921,31
146,69,38,88,Mid,VCS/2024 Season/Spring Playoffs_Round 1_3_4,Yes,29.033333333333,2,1,6,11486,258,10549,37
146,69,38,3,Mid,VCS/2024 Season/Spring Playoffs_Round 2_2_1,Yes,29.616666666667,5,1,5,11513,224,15285,31
146,69,38,88,Mid,VCS/2024 Season/Spring Playoffs_Round 2_2_2,Yes,39.716666666667,0,7,19,12923,268,14575,49
146,69,38,3,Mid,VCS/2024 Season/Spring Playoffs_Round 2_2_3,Yes,39.6,6,2,6,17196,363,12976,49
146,7,39,94,Mid,VCS/2024 Season/Spring Promotion_Day 3_3_2,Yes,21.366666666667,4,0,12,9419,173,16774,21
147,2,35,87,Support,PCS/2024 Season/Spring Promotion_Round 1_2_1,No,27.95,1,5,4,6429,42,5220,90
147,2,35,87,Support,PCS/2024 Season/Spring Promotion_Round 1_2_2,No,24.333333333333,0,6,5,5319,30,4118,69
147,2,35,104,Support,PCS/2024 Season/Spring Promotion_Round 1_2_3,No,23.116666666667,0,5,3,4957,42,3742,68
147,2,35,87,Support,PCS/2024 Season/Spring Promotion_Round 1_3_1,No,32.733333333333,2,5,10,7970,43,7594,103
147,2,35,101,Support,PCS/2024 Season/Spring Promotion_Round 1_3_2,No,23.583333333333,1,5,3,5123,29,4664,64
147,2,35,5,Support,PCS/2024 Season/Spring Promotion_Round 1_3_3,No,24.116666666667,0,7,2,5332,49,3664,73
148,47,33,80,Support,PCS/2024 Season/Spring Season_Week 1_3_1,No,26.383333333333,0,4,1,5526,28,1904,90
148,47,33,101,Support,PCS/2024 Season/Spring Season_Week 1_3_2,No,44.45,2,2,8,11151,24,7332,182
148,47,33,13,Support,PCS/2024 Season/Spring Season_Week 5_5_1,No,31.55,0,4,11,6996,25,6672,119
148,47,33,13,Support,PCS/2024 Season/Spring Season_Week 5_5_2,No,28.2,1,3,7,7114,25,6007,100
148,47,33,13,Support,PCS/2024 Season/Spring Season_Week 6_3_1,Yes,23.716666666667,1,0,13,6876,16,8403,82
148,47,33,105,Support,PCS/2024 Season/Spring Season_Week 6_3_2,Yes,34.1,0,1,10,8497,33,6389,130
148,47,34,74,Support,PCS/2024 Season/Spring Playoffs_Stage 1 Day 2_1_1,No,34.05,0,1,6,7473,20,4689,101
148,47,34,104,Support,PCS/2024 Season/Spring Playoffs_Stage 1 Day 2_1_2,No,26.866666666667,0,3,3,5775,23,1831,80
148,47,34,87,Support,PCS/2024 Season/Spring Playoffs_Stage 1 Day 4_2_1,Yes,31.133333333333,0,6,11,7956,26,5515,88
148,47,34,85,Support,PCS/2024 Season/Spring Playoffs_Stage 1 Day 4_2_2,Yes,26.883333333333,2,2,26,8889,25,10483,79
148,47,34,129,Support,PCS/2024 Season/Spring Playoffs_Stage 1 Day 5_2_1,Yes,32.75,0,2,17,8607,30,4587,118
148,47,34,101,Support,PCS/2024 Season/Spring Playoffs_Stage 1 Day 5_2_2,No,31.5,0,3,4,6728,43,3241,111
148,47,34,85,Support,PCS/2024 Season/Spring Playoffs_Stage 1 Day 5_2_3,No,35.566666666667,2,3,4,8298,47,7040,126
149,70,1,23,Mid,CBLOL/2024 Season/Split 1_Week 1_2_1,No,27.166666666667,1,2,1,10134,247,17528,23
149,70,1,12,Mid,CBLOL/2024 Season/Split 1_Week 1_6_1,Yes,30.6,4,2,5,14060,288,19870,38
149,70,1,12,Mid,CBLOL/2024 Season/Split 1_Week 2_5_1,No,49.15,4,2,5,22727,533,27138,86
149,70,1,23,Mid,CBLOL/2024 Season/Split 1_Week 2_7_1,Yes,27.5,6,1,8,13430,251,19379,31
149,70,1,44,Mid,CBLOL/2024 Season/Split 1_Week 3_3_1,No,40.05,3,2,4,16426,394,26334,40
149,70,1,12,Mid,CBLOL/2024 Season/Split 1_Week 3_9_1,No,30.05,2,2,3,11825,295,11964,33
149,70,1,12,Mid,CBLOL/2024 Season/Split 1_Week 4_1_1,Yes,36.683333333333,4,4,6,16730,351,15436,69
149,70,1,57,Mid,CBLOL/2024 Season/Split 1_Week 4_10_1,Yes,34.316666666667,6,0,6,15263,316,19571,43
149,70,1,57,Mid,CBLOL/2024 Season/Split 1_Week 5_10_1,No,38.383333333333,2,3,0,13658,324,27199,39
149,70,1,44,Mid,CBLOL/2024 Season/Split 1_Week 5_5_1,No,45.9,2,3,5,17042,349,17647,78
149,70,1,12,Mid,CBLOL/2024 Season/Split 1_Week 6_3_1,Yes,43.3,4,3,10,19775,394,22878,56
149,70,1,12,Mid,CBLOL/2024 Season/Split 1_Week 6_7_1,No,34.966666666667,3,7,14,13584,276,28966,48
149,70,1,94,Mid,CBLOL/2024 Season/Split 1_Week 7_1_1,Yes,33.233333333333,5,1,17,13792,265,24939,42
149,70,1,12,Mid,CBLOL/2024 Season/Split 1_Week 7_9_1,No,29.5,0,4,3,9475,234,15248,28
149,70,1,44,Mid,CBLOL/2024 Season/Split 1_Week 8_4_1,Yes,34.9,8,0,5,14941,286,38230,37
149,70,1,44,Mid,CBLOL/2024 Season/Split 1_Week 8_8_1,Yes,31.766666666667,5,0,7,13082,259,26305,39
149,70,1,146,Mid,CBLOL/2024 Season/Split 1_Week 9_2_1,No,28.4,1,6,5,9842,237,11653,25
149,70,1,94,Mid,CBLOL/2024 Season/Split 1_Week 9_7_1,Yes,39.116666666667,1,2,11,16244,339,21574,58
149,70,2,94,Mid,CBLOL/2024 Season/Split 1 Playoffs_Round 1_2_1,No,39.566666666667,2,3,4,15127,360,17309,36
149,70,2,94,Mid,CBLOL/2024 Season/Split 1 Playoffs_Round 1_2_2,No,22.783333333333,2,4,2,8084,177,11081,17
149,70,2,94,Mid,CBLOL/2024 Season/Split 1 Playoffs_Round 1_2_3,No,44.683333333333,0,2,10,17850,450,20185,66
149,70,2,2,Mid,CBLOL/2024 Season/Split 1 Playoffs_Round 2_4_1,Yes,29.566666666667,14,1,9,16304,263,24181,53
149,70,2,44,Mid,CBLOL/2024 Season/Split 1 Playoffs_Round 2_4_2,Yes,45.033333333333,5,2,10,17284,355,29696,31
149,70,2,2,Mid,CBLOL/2024 Season/Split 1 Playoffs_Round 2_4_3,No,30.65,3,7,2,11615,238,21270,41
149,70,2,11,Mid,CBLOL/2024 Season/Split 1 Playoffs_Round 2_4_4,No,52.616666666667,10,4,7,22561,412,50159,59
149,70,2,127,Mid,CBLOL/2024 Season/Split 1 Playoffs_Round 2_4_5,No,39.766666666667,3,3,4,15189,346,12620,38
150,32,5,56,Bot,LCK/2024 Season/Spring Season_Week 1_3_1,No,29.2,1,4,1,10634,256,11035,43
150,32,5,31,Bot,LCK/2024 Season/Spring Season_Week 1_3_2,No,39.15,3,3,2,15364,365,29616,44
150,32,5,163,Bot,LCK/2024 Season/Spring Season_Week 1_7_1,No,25.95,0,1,1,9200,264,6874,49
150,32,5,31,Bot,LCK/2024 Season/Spring Season_Week 1_7_2,No,29.083333333333,0,4,3,9608,248,11330,21
150,32,5,114,Bot,LCK/2024 Season/Spring Season_Week 2_4_1,No,31.716666666667,0,2,4,10484,214,9846,70
150,32,5,73,Bot,LCK/2024 Season/Spring Season_Week 2_4_2,No,27.633333333333,1,7,5,9720,186,13036,48
150,32,5,154,Bot,LCK/2024 Season/Spring Season_Week 2_9_1,Yes,33.183333333333,2,1,5,14595,362,14370,51
150,32,5,9,Bot,LCK/2024 Season/Spring Season_Week 2_9_2,No,39.55,1,1,1,16001,409,26254,48
150,32,5,154,Bot,LCK/2024 Season/Spring Season_Week 2_9_3,No,34.583333333333,1,1,1,13326,364,21349,47
150,32,5,154,Bot,LCK/2024 Season/Spring Season_Week 3_2_1,No,31.633333333333,0,3,2,11482,308,10637,35
150,32,5,9,Bot,LCK/2024 Season/Spring Season_Week 3_2_2,No,28.166666666667,0,4,2,9658,229,16195,35
150,32,5,55,Bot,LCK/2024 Season/Spring Season_Week 5_10_1,Yes,27.466666666667,9,2,8,13716,233,23514,30
150,32,5,123,Bot,LCK/2024 Season/Spring Season_Week 5_10_2,No,32.783333333333,2,6,3,12216,294,17016,31
150,32,5,154,Bot,LCK/2024 Season/Spring Season_Week 5_10_3,Yes,35.1,5,4,17,15725,306,31328,51
150,32,5,163,Bot,LCK/2024 Season/Spring Season_Week 5_5_1,Yes,32.333333333333,10,2,4,16865,331,27648,61
150,32,5,123,Bot,LCK/2024 Season/Spring Season_Week 5_5_2,No,31.7,1,2,3,11800,311,16827,34
150,32,5,123,Bot,LCK/2024 Season/Spring Season_Week 5_5_3,Yes,43.716666666667,13,1,4,22816,465,57193,55
150,32,5,123,Bot,LCK/2024 Season/Spring Season_Week 6_3_1,No,28.266666666667,0,2,0,9510,251,9378,31
150,32,5,121,Bot,LCK/2024 Season/Spring Season_Week 6_3_2,No,33.0,0,4,3,11318,303,18889,34
150,32,5,123,Bot,LCK/2024 Season/Spring Season_Week 6_8_1,No,30.166666666667,1,3,2,10990,277,19843,26
150,32,5,121,Bot,LCK/2024 Season/Spring Season_Week 6_8_2,No,30.966666666667,2,5,2,11469,256,16072,36
150,32,5,163,Bot,LCK/2024 Season/Spring Season_Week 7_1_1,No,30.866666666667,0,2,1,12754,321,8358,49
150,32,5,163,Bot,LCK/2024 Season/Spring Season_Week 7_1_2,Yes,36.616666666667,5,1,3,17728,387,25314,66
150,32,5,123,Bot,LCK/2024 Season/Spring Season_Week 7_1_3,Yes,41.283333333333,11,0,1,20786,444,77540,38
150,32,5,55,Bot,LCK/2024 Season/Spring Season_Week 7_5_1,No,25.6,4,5,3,10484,238,11950,26
150,32,5,142,Bot,LCK/2024 Season/Spring Season_Week 7_5_2,No,26.483333333333,2,4,4,9417,232,12909,47
150,32,5,113,Bot,LCK/2024 Season/Spring Season_Week 8_4_1,No,24.133333333333,1,2,4,6246,35,8466,55
150,32,5,123,Bot,LCK/2024 Season/Spring Season_Week 8_4_2,No,42.6,11,6,4,19491,389,55477,32
150,32,5,56,Bot,LCK/2024 Season/Spring Season_Week 8_9_1,Yes,47.316666666667,9,1,5,24357,488,35167,87
150,32,5,73,Bot,LCK/2024 Season/Spring Season_Week 8_9_2,No,29.916666666667,0,2,1,10948,280,14853,43
150,32,5,56,Bot,LCK/2024 Season/Spring Season_Week 8_9_3,No,37.683333333333,4,3,4,14238,319,22428,64
150,32,5,142,Bot,LCK/2024 Season/Spring Season_Week 9_5_1,No,27.266666666667,3,6,1,9662,207,14786,19
150,32,5,56,Bot,LCK/2024 Season/Spring Season_Week 9_5_2,No,32.516666666667,8,5,3,12892,239,21922,39
150,32,5,163,Bot,LCK/2024 Season/Spring Season_Week 9_9_1,No,34.683333333333,1,1,2,14732,386,27356,39
150,32,5,55,Bot,LCK/2024 Season/Spring Season_Week 9_9_2,No,31.166666666667,7,2,2,15046,321,26428,35
151,53,21,12,Mid,LJL/2024 Season/Spring Season_Week 1_3_1,No,39.733333333333,4,5,4,15950,317,30323,53
151,53,21,12,Mid,LJL/2024 Season/Spring Season_Week 1_3_2,No,31.15,3,4,3,12815,274,16868,47
151,53,21,12,Mid,LJL/2024 Season/Spring Season_Week 1_4_1,No,42.016666666667,7,4,8,20500,409,31011,40
151,53,21,3,Mid,LJL/2024 Season/Spring Season_Week 1_4_2,No,30.75,0,1,1,10205,252,11925,33
151,53,21,12,Mid,LJL/2024 Season/Spring Season_Week 2_3_1,No,33.266666666667,1,2,2,12769,335,15300,29
151,53,21,3,Mid,LJL/2024 Season/Spring Season_Week 2_3_2,No,34.816666666667,8,5,5,13400,237,18760,35
151,53,21,12,Mid,LJL/2024 Season/Spring Season_Week 2_6_1,Yes,33.333333333333,4,1,7,16750,347,17253,62
151,53,21,44,Mid,LJL/2024 Season/Spring Season_Week 2_6_2,Yes,31.866666666667,4,1,4,12677,265,31615,34
151,53,21,57,Mid,LJL/2024 Season/Spring Season_Week 3_2_1,Yes,36.75,6,4,9,14091,245,36866,44
151,53,21,94,Mid,LJL/2024 Season/Spring Season_Week 3_2_2,No,31.5,2,1,1,12335,302,16548,18
151,53,21,35,Mid,LJL/2024 Season/Spring Season_Week 3_6_1,Yes,36.433333333333,2,1,8,13352,301,13097,53
151,53,21,12,Mid,LJL/2024 Season/Spring Season_Week 3_6_2,No,29.333333333333,3,4,1,12525,257,19842,39
151,53,21,12,Mid,LJL/2024 Season/Spring Season_Week 4_1_1,Yes,36.25,8,4,9,18063,340,25717,62
151,53,21,44,Mid,LJL/2024 Season/Spring Season_Week 4_1_2,No,33.116666666667,2,4,4,10683,240,25243,31
151,53,21,35,Mid,LJL/2024 Season/Spring Season_Week 4_6_1,No,24.533333333333,0,5,2,7901,196,4434,19
151,53,21,44,Mid,LJL/2024 Season/Spring Season_Week 4_6_2,No,31.316666666667,5,2,6,13702,299,35182,27
151,53,21,44,Mid,LJL/2024 Season/Spring Season_Week 5_3_1,Yes,24.816666666667,7,0,3,11848,255,17409,27
151,53,21,44,Mid,LJL/2024 Season/Spring Season_Week 5_3_2,Yes,26.383333333333,4,1,7,12382,259,27519,37
151,53,21,44,Mid,LJL/2024 Season/Spring Season_Week 5_5_1,No,24.9,1,2,1,8726,214,10283,19
151,53,21,12,Mid,LJL/2024 Season/Spring Season_Week 5_5_2,No,23.666666666667,1,5,1,7973,200,9329,34
152,48,21,54,Top,LJL/2024 Season/Spring Season_Week 1_2_1,No,39.9,4,1,4,14149,293,16347,47
152,48,21,54,Top,LJL/2024 Season/Spring Season_Week 1_2_2,No,37.233333333333,2,5,4,13472,280,16629,39
152,48,21,109,Top,LJL/2024 Season/Spring Season_Week 1_6_1,Yes,26.9,3,2,6,10723,195,16417,25
152,48,21,54,Top,LJL/2024 Season/Spring Season_Week 1_6_2,Yes,26.416666666667,4,1,13,10776,196,13830,36
152,48,21,109,Top,LJL/2024 Season/Spring Season_Week 2_1_1,Yes,22.95,5,0,5,10704,209,14875,16
152,48,21,1,Top,LJL/2024 Season/Spring Season_Week 2_1_2,Yes,29.133333333333,3,3,9,10986,211,29337,40
152,48,21,109,Top,LJL/2024 Season/Spring Season_Week 2_5_1,Yes,31.033333333333,1,1,5,11026,241,18942,35
152,48,21,109,Top,LJL/2024 Season/Spring Season_Week 2_5_2,Yes,31.733333333333,2,1,7,12143,281,18950,31
152,48,21,50,Top,LJL/2024 Season/Spring Season_Week 3_2_1,No,36.75,3,6,3,12495,248,32930,44
152,48,21,158,Top,LJL/2024 Season/Spring Season_Week 3_2_2,Yes,31.5,3,1,2,14238,304,18718,31
152,48,21,109,Top,LJL/2024 Season/Spring Season_Week 3_5_1,No,26.6,1,3,0,8999,224,13289,24
152,48,21,54,Top,LJL/2024 Season/Spring Season_Week 3_5_2,Yes,33.783333333333,4,2,5,14634,264,19807,42
152,48,21,109,Top,LJL/2024 Season/Spring Season_Week 4_3_1,Yes,26.716666666667,7,1,10,11407,210,19695,26
152,48,21,3,Top,LJL/2024 Season/Spring Season_Week 4_3_2,Yes,23.6,5,3,1,11339,218,12214,23
152,48,21,54,Top,LJL/2024 Season/Spring Season_Week 4_4_1,Yes,27.383333333333,3,2,8,11298,232,12644,24
152,48,21,38,Top,LJL/2024 Season/Spring Season_Week 4_4_2,Yes,33.25,2,3,4,13079,251,11484,35
152,48,21,161,Top,LJL/2024 Season/Spring Season_Week 5_2_1,Yes,29.033333333333,2,5,14,10486,200,17421,29
152,48,21,138,Top,LJL/2024 Season/Spring Season_Week 5_2_2,Yes,24.016666666667,5,0,2,14319,246,16926,20
152,48,21,54,Top,LJL/2024 Season/Spring Season_Week 5_5_1,Yes,24.9,0,0,8,8636,184,10777,21
152,48,21,1,Top,LJL/2024 Season/Spring Season_Week 5_5_2,Yes,23.666666666667,8,0,7,10841,173,23071,24
152,48,22,54,Top,LJL/2024 Season/Spring Playoffs_Finals_1_1,Yes,31.516666666667,2,2,6,12050,223,16262,49
152,48,22,1,Top,LJL/2024 Season/Spring Playoffs_Finals_1_2,Yes,30.416666666667,2,4,7,13229,251,18200,29
152,48,22,3,Top,LJL/2024 Season/Spring Playoffs_Finals_1_3,Yes,33.816666666667,4,3,5,12157,228,14174,35
152,48,22,123,Top,LJL/2024 Season/Spring Playoffs_Semifinals_2_1,Yes,30.116666666667,7,3,4,13278,271,32780,49
152,48,22,123,Top,LJL/2024 Season/Spring Playoffs_Semifinals_2_2,Yes,25.5,5,2,8,11595,246,22609,30
152,48,22,1,Top,LJL/2024 Season/Spring Playoffs_Semifinals_2_3,Yes,26.3,5,3,7,11091,194,17359,29
152,48,34,54,Top,PCS/2024 Season/Spring Playoffs_Finals_1_1,No,29.133333333333,0,3,3,10295,263,9672,21
152,48,34,138,Top,PCS/2024 Season/Spring Playoffs_Finals_1_2,No,25.633333333333,1,8,0,9000,163,17118,21
152,48,34,54,Top,PCS/2024 Season/Spring Playoffs_Finals_1_3,No,28.533333333333,3,6,0,9734,204,9423,32
152,48,34,95,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_2_1,No,31.4,0,5,3,9719,232,19071,38
152,48,34,106,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_2_2,Yes,33.633333333333,5,3,4,12895,230,13753,32
152,48,34,54,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_2_3,No,23.816666666667,1,2,2,7415,171,6759,36
152,48,34,106,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_2_4,Yes,30.366666666667,6,1,7,13510,248,23671,35
152,48,34,1,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_2_5,No,38.033333333333,2,5,9,12916,275,20941,39
152,48,34,103,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_4_1,Yes,24.15,8,1,9,11083,170,21618,27
152,48,34,106,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_4_2,No,33.033333333333,5,7,4,12718,208,20787,34
152,48,34,39,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_4_3,Yes,26.666666666667,3,1,6,11320,199,21380,25
152,48,34,106,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_4_4,No,27.816666666667,0,4,2,8945,215,14746,27
152,48,34,138,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 2_4_5,Yes,29.633333333333,6,2,15,11852,145,14782,31
152,48,34,138,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 3_1_1,Yes,33.383333333333,3,4,10,14450,246,16564,40
152,48,34,103,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 3_1_2,No,36.5,6,7,4,12904,219,21985,42
152,48,34,103,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 3_1_3,No,34.3,5,5,3,13316,212,18493,33
152,48,34,103,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 3_1_4,Yes,34.083333333333,2,5,12,11674,194,16603,32
152,48,34,106,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 3_1_5,Yes,42.75,6,1,5,18322,339,20885,60
152,48,34,138,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 4_2_1,Yes,35.516666666667,2,1,6,14910,270,25353,61
152,48,34,138,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 4_2_2,Yes,32.05,4,2,10,13726,249,27282,37
152,48,34,103,Top,PCS/2024 Season/Spring Playoffs_Stage 2 Round 4_2_3,Yes,40.266666666667,5,3,14,16231,263,25651,68
153,23,15,55,Bot,LEC/2024 Season/Spring Season_Tiebreakers_1_1,Yes,29.183333333333,2,0,9,13336,296,15838,44
153,23,15,56,Bot,LEC/2024 Season/Spring Season_Week 1_12_1,Yes,23.15,12,0,3,14097,232,19631,33
153,23,15,163,Bot,LEC/2024 Season/Spring Season_Week 1_5_1,No,36.8,3,5,4,14513,334,15935,62
153,23,15,142,Bot,LEC/2024 Season/Spring Season_Week 1_9_1,Yes,35.633333333333,11,0,6,18832,329,26384,67
153,23,15,163,Bot,LEC/2024 Season/Spring Season_Week 2_1_1,No,38.816666666667,10,2,6,19620,420,38809,74
153,23,15,142,Bot,LEC/2024 Season/Spring Season_Week 2_15_1,Yes,42.133333333333,12,3,5,20269,393,70910,81
153,23,15,113,Bot,LEC/2024 Season/Spring Season_Week 2_9_1,No,40.166666666667,2,5,12,12047,84,21816,139
153,23,15,27,Bot,LEC/2024 Season/Spring Season_Week 3_12_1,No,27.05,1,3,1,11202,267,9972,36
153,23,15,154,Bot,LEC/2024 Season/Spring Season_Week 3_3_1,No,28.15,0,2,2,9533,245,12326,30
153,23,15,142,Bot,LEC/2024 Season/Spring Season_Week 3_6_1,No,33.983333333333,5,9,3,13091,277,26294,54
153,23,16,163,Bot,LEC/2024 Season/Spring Playoffs_Round 1_1_1,Yes,31.55,7,1,11,16258,364,24355,47
153,23,16,163,Bot,LEC/2024 Season/Spring Playoffs_Round 1_1_2,No,37.983333333333,5,5,2,19245,441,32471,68
153,23,16,163,Bot,LEC/2024 Season/Spring Playoffs_Round 1_1_3,No,29.25,7,2,3,14689,312,19791,50
153,23,16,163,Bot,LEC/2024 Season/Spring Playoffs_Round 1_5_1,Yes,29.6,9,2,5,15151,335,26383,52
153,23,16,154,Bot,LEC/2024 Season/Spring Playoffs_Round 1_5_2,No,30.816666666667,1,3,3,12872,320,13973,25
153,23,16,73,Bot,LEC/2024 Season/Spring Playoffs_Round 1_5_3,No,27.65,0,3,1,9899,253,8759,41
153,23,19,27,Bot,LEC/2024 Season/Winter Season_Week 1_15_1,Yes,31.766666666667,5,1,5,15419,288,23817,36
153,23,19,52,Bot,LEC/2024 Season/Winter Season_Week 1_2_1,Yes,34.683333333333,5,1,5,15014,314,11835,43
153,23,19,56,Bot,LEC/2024 Season/Winter Season_Week 1_7_1,Yes,30.833333333333,11,1,6,16679,305,29181,56
153,23,19,73,Bot,LEC/2024 Season/Winter Season_Week 2_11_1,No,29.15,2,5,1,11287,251,14638,68
153,23,19,9,Bot,LEC/2024 Season/Winter Season_Week 2_2_1,No,31.183333333333,1,4,0,11994,308,15448,42
153,23,19,56,Bot,LEC/2024 Season/Winter Season_Week 2_9_1,Yes,27.15,5,0,7,13561,262,13528,37
153,23,19,142,Bot,LEC/2024 Season/Winter Season_Week 3_10_1,No,27.483333333333,1,3,2,10462,234,11335,25
153,23,19,154,Bot,LEC/2024 Season/Winter Season_Week 3_14_1,No,27.95,1,6,1,10252,263,7876,39
153,23,19,73,Bot,LEC/2024 Season/Winter Season_Week 3_2_1,Yes,33.316666666667,6,0,3,16581,291,25347,89
153,23,20,73,Bot,LEC/2024 Season/Winter Playoffs_Round 1_3_1,No,26.7,2,4,4,10218,230,11646,33
153,23,20,142,Bot,LEC/2024 Season/Winter Playoffs_Round 1_3_2,No,28.216666666667,2,5,4,11177,266,16952,40
153,23,20,56,Bot,LEC/2024 Season/Winter Playoffs_Round 1_5_1,No,31.083333333333,2,2,3,12033,295,13387,62
153,23,20,56,Bot,LEC/2024 Season/Winter Playoffs_Round 1_5_2,Yes,38.616666666667,2,2,8,17830,363,15096,86
153,23,20,27,Bot,LEC/2024 Season/Winter Playoffs_Round 1_5_3,Yes,30.183333333333,7,0,5,17683,303,14841,56
153,23,20,154,Bot,LEC/2024 Season/Winter Playoffs_Round 2_4_1,Yes,43.1,8,6,17,18969,328,48917,57
153,23,20,113,Bot,LEC/2024 Season/Winter Playoffs_Round 2_4_2,No,26.166666666667,0,1,6,9060,204,14612,33
153,23,20,27,Bot,LEC/2024 Season/Winter Playoffs_Round 2_4_3,No,33.6,5,4,13,15183,253,26015,54
154,34,5,105,Support,LCK/2024 Season/Spring Season_Week 1_4_1,No,34.483333333333,1,4,7,8017,30,5726,125
